problem_id,language,revision,solution,link,date_time,title,difficulty,difficulty_category,attempts,completion_count,author,tags,published_at,category,total_stars,vote_score,issues,suggestions
55fd2d567d94ac3bc9000064,Shell,1,"n=$1

# Sum of the first n natural numbers = 0.5n(n+1)

# Sum of first n even numbers = n(n+1)

# Sum of first n odd numbers = n(n+1) - n = n^2

# Therefore we ca calculate the sum of the nth row of the triangle by (0.5*n*(n+1))^2 - (0.5*n*(n-1))^2

# Or (0.5*n)^2 * ((n+1)^2 - (n-1)^2)

# or 0.25 * n^2 * 4n

# or n^3



echo $(($1**3))",https://www.codewars.com/kata/55fd2d567d94ac3bc9000064,2023-04-22 16:12:31.860,Sum of odd numbers,7 kyu,white,350841,133829,hhelwich,"['Arrays', 'Lists', 'Mathematics', 'Fundamentals']",2015-09-19T09:40:03.734Z,reference,2919,8571,0,1
58261acb22be6e2ed800003a,Shell,2,"#!/bin/bash

length=$1

width=$2

height=$3



echo $length * $width * $height | bc",https://www.codewars.com/kata/58261acb22be6e2ed800003a,2023-03-29 09:02:07.896,Volume of a Cuboid,8 kyu,white,97217,72386,user5196477,"['Geometry', 'Fundamentals', 'Mathematics']",2016-11-11T19:23:58.296Z,reference,216,3600,2,1
5625618b1fe21ab49f00001f,Shell,1,"#!/bin/bash 

say_hello(){

   # you code;

   echo Hello, $1

}

say_hello ""$1""",https://www.codewars.com/kata/5625618b1fe21ab49f00001f,2023-03-31 06:02:51.105,Grasshopper - Debug sayHello,8 kyu,white,76769,46158,danleavitt0,['Fundamentals'],2015-10-24T02:47:19.016Z,reference,149,3162,0,1
5625618b1fe21ab49f00001f,Shell,2,"#!/bin/bash 

say_hello(){

   echo ""Hello, $1""

}

say_hello ""$1""",https://www.codewars.com/kata/5625618b1fe21ab49f00001f,2023-03-31 06:04:12.816,Grasshopper - Debug sayHello,8 kyu,white,76769,46158,danleavitt0,['Fundamentals'],2015-10-24T02:47:19.016Z,reference,149,3162,0,1
634913db7611b9003dff49ad,Python,1,"import re

def purify(s: str) -> str:

    return re.sub(r"" {2,}"", "" "", re.sub(r""\w[iI]+\w|[iI]+\w|\w[iI]+|[iI]+"", """", s).strip())",https://www.codewars.com/kata/634913db7611b9003dff49ad,2023-05-08 12:53:50.397,The Culling of Stratholme,7 kyu,white,5971,675,renzo.rt,"['Strings', 'Games', 'Regular Expressions']",2022-10-14T08:00:47.159Z,reference,40,108,0,0
52685f7382004e774f0001f7,Python,1,"def make_readable(seconds):

    # Do something

    hours = seconds // 3600

    minutes = (seconds // 60) % 60

    seconds = seconds % 60

    return f""{hours:02d}:{minutes:02d}:{seconds:02d}""",https://www.codewars.com/kata/52685f7382004e774f0001f7,2023-03-08 11:18:55.462,Human Readable Time,5 kyu,yellow,309795,113526,BattleRattle,"['Date Time', 'Mathematics', 'Algorithms']",2013-10-23T23:44:51.078Z,algorithms,1829,6610,2,3
523b623152af8a30c6000027,Python,1,"def square(n):

    return 2 * sum(range(n + 1)) - n",https://www.codewars.com/kata/523b623152af8a30c6000027,2023-05-12 09:34:49.399,Function 2 - squaring an argument,8 kyu,white,84901,54007,ineiti,['Fundamentals'],2013-09-19T20:50:51.837Z,reference,152,3087,3,0
53da6d8d112bd1a0dc00008b,Python,1,"def reverse_list(l):

    l.reverse()

    return l",https://www.codewars.com/kata/53da6d8d112bd1a0dc00008b,2023-05-13 14:51:19.172,Reverse List Order,8 kyu,white,58589,33155,cmgerber,"['Lists', 'Fundamentals']",2014-07-31T16:23:45.162Z,reference,143,2618,0,2
5552101f47fc5178b1000050,Python,1,"def dig_pow(n, p):

    # your code

    sequence = [int(num) ** (p + index) for index, num in enumerate(list(str(n)))]

    summation = sum(sequence)

    

    return summation // n if summation % n == 0 else -1",https://www.codewars.com/kata/5552101f47fc5178b1000050,2023-03-08 14:26:51.851,Playing with digits,6 kyu,yellow,430584,114320,g964,"['Fundamentals', 'Mathematics']",2015-05-12T14:38:35.669Z,reference,2975,9858,1,8
51f2d1cafc9c0f745c00037d,Python,1,"def solution(text, ending):

    return text[-len(ending):] == ending",https://www.codewars.com/kata/51f2d1cafc9c0f745c00037d,2023-05-11 13:43:59.686,String ends with?,7 kyu,white,545991,158046,jhoffner,"['Strings', 'Fundamentals']",2013-07-26T21:35:07.850Z,reference,1166,8250,5,4
585d7d5adb20cf33cb000235,Python,2,"def find_uniq(arr):

    a, b = set(arr)

    return a if arr.count(a) == 1 else b",https://www.codewars.com/kata/585d7d5adb20cf33cb000235,2023-05-13 09:14:32.963,Find the unique number,6 kyu,yellow,535768,113180,isqua,"['Fundamentals', 'Algorithms', 'Arrays']",2016-12-23T20:13:56.102Z,reference,2320,7652,7,6
6361bdb5d41160000ee6db86,Python,1,"# Each of the given inputs will be a word of 

# mixed case characters followed by either `cat` or `dog`.



search = r""\b(\w+)\b(?=\s+cat)|\b(\w+)\b(?=\s+dog)"" 



substitute = ""blue""",https://www.codewars.com/kata/6361bdb5d41160000ee6db86,2023-05-08 11:37:04.913,Painting Pets Blue (with regex),7 kyu,white,1021,232,Captain Quack,"['Strings', 'Regular Expressions']",2022-11-02T01:12:08.114Z,games,5,51,0,0
5208f99aee097e6552000148,Python,1,"def solution(s):

    formatted_string = """"

    for char in s:

        if char == char.upper():

            formatted_string += "" ""

        formatted_string += char

    

    return formatted_string",https://www.codewars.com/kata/5208f99aee097e6552000148,2023-03-08 11:12:30.259,Break camelCase,6 kyu,yellow,221146,83856,hakt,"['Strings', 'Fundamentals']",2013-08-12T15:05:03.693Z,reference,1188,4978,1,4
5667e8f4e3f572a8f2000039,Python,1,"def accum(s):

    output_list = []

    for i, char in enumerate(s):

        output_list.append((char * (i + 1)).capitalize())

    

    return ""-"".join(output_list)",https://www.codewars.com/kata/5667e8f4e3f572a8f2000039,2023-05-11 13:45:48.417,Mumbling,7 kyu,white,584440,187921,g964,"['Fundamentals', 'Strings', 'Puzzles']",2015-12-09T08:40:29.276Z,reference,2913,15393,0,1
566044325f8fddc1c000002c,Python,1,"def even_chars(st): 

    if len(st) < 2 or len(st) > 100:

        return ""invalid string""

    

    return [char for i, char in enumerate(st) if i%2 == 1]",https://www.codewars.com/kata/566044325f8fddc1c000002c,2023-04-18 17:02:17.388,Return a string's even characters.,7 kyu,white,20149,5543,tu6619,"['Fundamentals', 'Strings', 'Arrays']",2015-12-03T13:46:51.804Z,reference,55,544,2,3
5a3dd29055519e23ec000074,Python,1,"def check_exam(arr1,arr2):

    return max(0, sum([4 if arr1[i] == arr2[i] else (0 if arr2[i] == """" else -1) for i in range(len(arr1))]))",https://www.codewars.com/kata/5a3dd29055519e23ec000074,2023-05-14 13:02:41.930,Check the exam,7 kyu,white,77482,23029,Dmitry Kudla,"['Fundamentals', 'Arrays']",2017-12-23T04:25:04.961Z,reference,296,2511,3,1
517abf86da9663f1d2000003,Python,2,"import re



def to_camel_case(text):

    regex = r'[\W]+|_+'

    return """".join([word.capitalize() if i > 0 else word for i, word in enumerate(re.split(regex, text))])",https://www.codewars.com/kata/517abf86da9663f1d2000003,2023-04-29 12:25:36.646,Convert string to camel case,6 kyu,yellow,650305,149605,jhoffner,"['Regular Expressions', 'Algorithms', 'Strings']",2013-07-25T01:40:25.970Z,algorithms,2670,10803,20,8
5641275f07335295f10000d0,Python,1,"def split_the_bill(x):

    # Code Away!

    bill_total = sum(x.values())

    bill_split = bill_total / len(x)

    x = {friend: round(x[friend] - bill_split, 2) for friend in x}

    return x",https://www.codewars.com/kata/5641275f07335295f10000d0,2023-03-07 19:15:07.662,Split The Bill,7 kyu,white,61473,6757,otajor,"['Fundamentals', 'Data Structures']",2015-11-10T00:28:08.820Z,reference,179,640,3,1
54bf85e3d5b56c7a05000cf9,Python,1,"def number(lines):

    if len(lines) == 0:

        return []

    

    return [f""{i + 1}: {line}"" for i, line in enumerate(lines)]",https://www.codewars.com/kata/54bf85e3d5b56c7a05000cf9,2023-04-18 16:44:05.715,Testing 1-2-3,7 kyu,white,110103,51549,acr,"['Arrays', 'Fundamentals']",2015-01-21T12:51:39.022Z,reference,502,4507,1,3
57b06f90e298a7b53d000a86,Python,1,"def queue_time(customers, n):

    # If there are no customers, return 0

    if len(customers) == 0:

        return 0



    # If there's less customers than tills return the highest time

    if len(customers) <= n:

        return max(customers)



    # Time

    time = 0



    # Now let's simulate people going through the queue

    # Fill the tills

    tills = [customers.pop(0) for i in range(n)]



    while len(customers) > 0:

        # Find the till with the shortest queue

        shortest = min(tills)

        # Find the index of the shortest queue

        index = tills.index(shortest)

        # Remove the customer from the till and adjust all the other tills

        tills = [till - shortest for till in tills]

        time += shortest



        # Now add customers to any empty tills

        tills = [customers.pop(0) if till <= 0 and customers else till for till in tills]



    # We've popped all the customers so now we just need to wait for the tills to empty

    time += max(tills)



    return time
",https://www.codewars.com/kata/57b06f90e298a7b53d000a86,2023-03-24 08:18:21.929,The Supermarket Queue,6 kyu,yellow,248308,40481,mattlub,"['Arrays', 'Fundamentals']",2016-08-14T14:29:29.351Z,reference,3976,4468,1,3
53dbd5315a3c69eed20002dd,Python,1,"def filter_list(l):

    return list(filter(lambda x: type(x) == int, l))",https://www.codewars.com/kata/53dbd5315a3c69eed20002dd,2023-05-07 08:43:06.153,List Filtering,7 kyu,white,528615,213827,cmgerber,"['Lists', 'Filtering', 'Data Structures', 'Fundamentals']",2014-08-01T17:58:35.185Z,reference,1467,15046,2,2
5ad0d8356165e63c140014d4,Python,1,"def final_grade(exam, projects):

    if exam > 90 or projects > 10:

        return 100

    if exam > 75 and projects >= 5:

        return 90

    if exam > 50 and projects >= 2:

        return 75

    return 0",https://www.codewars.com/kata/5ad0d8356165e63c140014d4,2023-05-12 12:59:39.048,Student's Final Grade,8 kyu,white,202405,40981,ledocod,['Fundamentals'],2018-04-13T16:17:57.650Z,reference,222,3310,0,1
5842df8ccbd22792a4000245,Python,1,"def expanded_form(num):

    extended_form = """"

    for pos, n in enumerate(str(num)):

        if n == ""0"":

            continue

        extended_form += n + ""0"" * (len(str(num)) - pos - 1) + "" + ""

        

    return extended_form[:-3]",https://www.codewars.com/kata/5842df8ccbd22792a4000245,2023-05-11 08:13:51.966,Write Number in Expanded Form,6 kyu,yellow,260707,62207,Belax8,"['Strings', 'Mathematics', 'Algorithms', 'Fundamentals']",2016-12-06T05:05:44.878Z,reference,1722,5141,7,6
540afbe2dc9f615d5e000425,Python,1,"import numpy as np

import math



class Sudoku(object):



    def __init__(self, data):

        try:

            self.data = np.array(data)

            self.size = len(self.data)

            self.valid = True

            

            # Do some preliminary checks to check we're actually valid

            invalid_nums = set([x for x in self.data.flatten() if not isinstance(x, np.int64) or x>self.size or x<1])

            if invalid_nums:

                self.valid = False

            

        except ValueError:

            print(""Invalid sudoku provided"")

            self.valid = False

            



    def is_valid(self):

        if not self.valid:

            return False

        

        # Check successively each 3x3 section, each row, then each column

        # Do this all in one loop to avoid 3 loops

        section_size = int(math.sqrt(self.size))

        for i in range(self.size):

            # First slice the data into sections

            xx = (i % section_size) * section_size

            yy = (i // section_size) * section_size

            data_slice = self.data[xx:xx + section_size, yy:yy + section_size]

            # Check the length of the list of the members of the slice is equal to the set of the members of the slice

            if len(data_slice.flatten()) != len(set(data_slice.flatten())):

                self.valid = False

                return False



            # Now we'll check each row is valid - this is easy and requires no data transformation

            if len(self.data[i]) != len(set(self.data[i])):

                self.valid = False

                return False



            # Now check each column is valid

            data_slice = self.data[:, i]

            if len(data_slice.flatten()) != len(set(data_slice.flatten())):

                self.valid = False

                return False

            

        # If we pass all tests then the grid is valid

        return True",https://www.codewars.com/kata/540afbe2dc9f615d5e000425,2023-04-24 09:57:50.421,Validate Sudoku with size `NxN`,4 kyu,blue,124960,7817,cbmono,"['Arrays', 'Puzzles', 'Algorithms']",2014-09-06T18:10:16.213Z,games,768,778,14,7
5266876b8f4bf2da9b000362,Python,1,"def likes(names):

    if not names:

        return ""no one likes this""

    if len(names) == 1:

        return f""{names[0]} likes this""

    if len(names) == 2:

        return f""{names[0]} and {names[1]} like this""

    if len(names) == 3:

        return f""{names[0]}, {names[1]} and {names[2]} like this""

    

    return f""{names[0]}, {names[1]} and {len(names) - 2} others like this""",https://www.codewars.com/kata/5266876b8f4bf2da9b000362,2023-05-11 14:19:39.890,Who likes it?,6 kyu,yellow,813756,270388,BattleRattle,"['Strings', 'Fundamentals']",2013-10-22T14:42:45.469Z,reference,4177,17541,1,5
567bf4f7ee34510f69000032,Python,2,"import re

def is_digit(n):

    return re.fullmatch(r""\d"", n) is not None",https://www.codewars.com/kata/567bf4f7ee34510f69000032,2023-05-05 12:33:11.930,Regexp Basics - is it a digit?,8 kyu,white,104808,13431,taw,"['Regular Expressions', 'Fundamentals']",2015-12-24T13:36:55.333Z,reference,219,1281,5,2
521c2db8ddc89b9b7a0000c1,Python,1,"def snail(snail_map):

    #This solution sucks, sorry

    array_size = len(snail_map)

    if len(snail_map[0]) == 0:

        return []

    turns = 3

    steps = array_size - 1

    hmove = True

    vmove = False

    hdir = 1   

    vdir = -1  # Must start at -1 ince it gets flipepd at the first turn     

    row = 0

    column = 0

    snail_array = list()

    while len(snail_array) < array_size ** 2:

        for i in range(turns):

            for j in range(steps):

                snail_array.append(snail_map[row][column])

                column += hmove * hdir

                row += vmove * vdir

                

            hmove = not hmove

            vmove = not vmove

            if hmove:

                hdir *= -1

            if vmove:

                vdir *= -1

            

        turns = max(turns - 1, 2)

        steps = max(steps - 1, 1)

        

    # I made a mistake so there's one extra value on the end lol

    return snail_array[:-1]",https://www.codewars.com/kata/521c2db8ddc89b9b7a0000c1,2023-03-08 17:29:14.345,Snail,4 kyu,blue,438349,60519,stevenbarragan,"['Arrays', 'Algorithms']",2013-08-28T04:56:02.580Z,algorithms,5151,6329,9,6
55ccdf1512938ce3ac000056,Python,1,"import re

def is_lock_ness_monster(string):

    print(string)

    pattern = re.compile(r""(tree fiddy)|(3\.50)|(three fifty)"")

    return re.search(pattern, string) is not None",https://www.codewars.com/kata/55ccdf1512938ce3ac000056,2023-05-05 12:45:51.388,A Strange Trip to the Market,8 kyu,white,42281,12423,sergarrick,"['Regular Expressions', 'Strings', 'Fundamentals']",2015-08-13T18:17:04.657Z,reference,139,1400,4,3
57a37f3cbb99449513000cd8,Python,1,"import re

def get_number_from_string(string):

    return int(re.sub(r""\D"", """", string))",https://www.codewars.com/kata/57a37f3cbb99449513000cd8,2023-05-05 12:49:03.120,Get number from string,8 kyu,white,31477,8868,wichu,"['Strings', 'Regular Expressions', 'Fundamentals']",2016-08-04T17:45:45.761Z,reference,105,1425,3,4
57d814e4950d8489720008db,Python,1,"def index(array, n):

    try:

        return array[n] ** n

    except IndexError:

        print(""""""

        FDHSALFASDGHFJLSHAGUISAOHGNJVPNOERBHBPJOSINAUICBFGUIPAIFHUEIPAHFIOEPWHAUFOPBEWVAIOFPEAWVHUOFPEHCAWOUPFHEIWOAVBPFHEIOIAWPVHNFHEIOWIPBAHCFVUEOWABPUVHFUEWAOBPCHFUEOBWVAPHFIEOCBWAHFIVOEBPWAHCFIOEBEWA4

        SFHODAFHDSUOAPFHDSIOAAGHPFDSOIUAHGIFDOSPAJGDISOAJFPDISAVOINPASUVIOVR

        SAVUFSAPVFUNODSAVUFINAPBSJGPRIONWBWAJGIRNOVAJPIOBNREAJGIORPENEJBJAGIONRPEJNAGINORPEJBGINORNEJGNBREP

        ABGNRJEAPOBIGNREJAGOINRBJEGIONPBRJEVIAGONRJBEAIOGNPRJVAIOGRNPJEBIOVGNRHJEAOPVBGUGIRHSUAJIGFHIOIADSGJILRKHJGJBBGHFOIJLRBKFHGHIRVPE#GVRBEA

        GGRAEIVGRIEVOVBGPHREVBIUTP48WAYRT78O489Q38PG;EROHA7GO9H438PAOUITG4O3PCVAT8BH49PA3CTY4B839PCT8B43HAV97GP4C3JIBT4VPH9G8BRUEAOGVLHIBUAHO4UBCHY9PH348AVTTOH4OGA3P9COHVF48ABOWPTOGC4A3VP8B;YTB4C8PAVP93TVBC4;U3AVT8;4U3VBA9PGPUY43AVT4

        EVT43AYV89T4OGYAV7GT8O4Y9AF894BPY30TVP4BYA398V8TY4A3U309PVTBOH493PAVUT04BAPVHOT79439VAT4

        3AAVTBU43A8V90PTG4A8B9VTY4BA8BW9CYTG4793VAPYT84B93PAYVHB98T4PY3AV98P4YT89B43PVYAP98PTP4CAYVH84TBH9PY3HAV8N40TYP

        """""")

        return -1",https://www.codewars.com/kata/57d814e4950d8489720008db,2023-05-12 14:36:05.126,N-th Power,8 kyu,white,114970,34518,Milford,"['Fundamentals', 'Arrays']",2016-10-01T01:27:22.411Z,reference,242,3012,6,2
57cebe1dc6fdc20c57000ac9,Python,1,"def find_short(s):

    return len(sorted(s.split(), key = len)[0])",https://www.codewars.com/kata/57cebe1dc6fdc20c57000ac9,2023-05-12 14:23:26.089,Shortest Word,7 kyu,white,510241,194507,PG1,['Fundamentals'],2016-09-06T13:21:09.673Z,reference,1599,13585,1,1
52c31f8e6605bcc646000082,Python,2,"def two_sum(numbers, target):

    cache = {}

    for i, num in enumerate(numbers):

        complement = target - num

        if complement in cache:

            return [cache[complement], i]

        cache[num] = i

    

    return [-1, -1]",https://www.codewars.com/kata/52c31f8e6605bcc646000082,2023-05-11 05:06:23.259,Two Sum,6 kyu,yellow,186765,56376,wthit56,"['Arrays', 'Fundamentals', 'Algorithms']",2013-12-31T20:03:10.317Z,reference,1201,3939,10,3
57a083a57cb1f31db7000028,Python,1,"def powers_of_two(n):

    return [2**x for x in range(n + 1)]",https://www.codewars.com/kata/57a083a57cb1f31db7000028,2023-05-11 20:36:43.312,Powers of 2,8 kyu,white,104402,43760,wichu,"['Mathematics', 'Fundamentals']",2016-08-02T11:28:05.004Z,reference,431,3504,0,0
559590633066759614000063,Python,1,"def min_max(lst):

    return [min(lst), max(lst)]",https://www.codewars.com/kata/559590633066759614000063,2023-05-08 11:38:32.628,The highest profit wins!,7 kyu,white,137885,71035,bkaes,"['Lists', 'Arrays', 'Fundamentals']",2015-07-02T19:46:08.778Z,reference,384,4493,1,1
62cb487e43b37a5829ab5752,Python,1,"from preloaded import FILTERS

import re



def is_valid(query: str) -> bool:

    filters = re.findall(r""(\b\w+):"", query)

    for filter in filters:

        if not filter in FILTERS:

            return False

        

    return True
",https://www.codewars.com/kata/62cb487e43b37a5829ab5752,2023-05-08 13:00:37.229,Google Dorking - Validating Queries,7 kyu,white,968,301,chr3st5an,['Regular Expressions'],2022-07-10T23:26:04.732Z,reference,10,116,0,0
60f3639b539c06001a076267,Python,1,"from typing import Dict, List



import numpy as np

from numpy import linalg as LA





def get_greatest_spore_multiplier(graph: Dict[int, List[int]]) -> float:

    if graph == {}:

        return 0

    

    # Create the node graph in matrix format

    nodes = np.zeros((len(graph), len(graph)))

    # Go through the graph dictionary to fill it in

    for key, value in graph.items():

        # The key represents which row we're on

        # It also represents a -1 in the matrix

        nodes[key][key] = -1

        # Iterate over the value (which is a list)

        for node in value:

            nodes[key][node] = 1

            

    # Find the eigenvalues

    eigenvalues = np.linalg.eig(nodes)

    

    # Find the maximum eigenvalue

    # Remember to add 1 since Av = (a-1)v = lambdav => a = lambda + 1            

    return max(eigenvalues[0]) + 1",https://www.codewars.com/kata/60f3639b539c06001a076267,2023-05-11 06:03:04.616,Spreading Spores Graph,5 kyu,yellow,120,29,cmistrata,"['Linear Algebra', 'Mathematics', 'Combinatorics', 'NumPy', 'Algorithms', 'Graph Theory']",2021-07-18T21:57:37.975Z,algorithms,15,21,0,0
52b305bec65ea40fe90007a7,Python,1,"def grabscrab(said, possible_words):

    # Sort the words because fuck you I do what I want

    said = """".join(sorted(said))

    sorted_words = ["""".join(sorted(word)) for word in possible_words]

    return [possible_words[i] for i, word in enumerate(sorted_words) if said == word]",https://www.codewars.com/kata/52b305bec65ea40fe90007a7,2023-04-18 18:27:40.934,"Arrh, grabscrab!",6 kyu,yellow,15726,5514,matstc,"['Strings', 'Algorithms']",2013-12-19T15:06:20.797Z,algorithms,88,725,0,8
56a946cd7bd95ccab2000055,Python,1,"import re

def lowercase_count(string):

    return len(re.findall(r""[a-z]"", string))",https://www.codewars.com/kata/56a946cd7bd95ccab2000055,2023-05-05 12:54:03.589,Regex count lowercase letters,8 kyu,white,34691,14035,tdowek1,"['Fundamentals', 'Regular Expressions', 'Algorithms']",2016-01-28T17:34:34.219Z,reference,138,1603,1,3
55aa075506463dac6600010d,Python,1,"from math import sqrt

from functools import reduce



def list_squared(m, n):

    # your code

    squares = []

    for num in range(m, n + 1):

        # Code graciously borrowed from stackoverflow (otherwise it's too slow)

        # https://stackoverflow.com/questions/6800193/what-is-the-most-efficient-way-of-finding-all-the-factors-of-a-number-in-python

        divisors = set(reduce(list.__add__, 

                ([i ** 2, (num//i) ** 2] for i in range(1, int(num**0.5) + 1) if num % i == 0)))

        if sqrt(sum(divisors)).is_integer():

            squares.append([num, sum(divisors)])

    

    return squares

    pass",https://www.codewars.com/kata/55aa075506463dac6600010d,2023-03-08 19:40:01.996,Integers: Recreation One,5 kyu,yellow,103830,22490,g964,"['Fundamentals', 'Algorithms']",2015-07-18T07:59:18.010Z,reference,1841,2139,1,9
54da539698b8a2ad76000228,Python,1,"def is_valid_walk(walk):

    #determine if walk is valid

    return len(walk) == 10 and walk.count(""n"") - walk.count(""s"") == 0 and walk.count(""e"") - walk.count(""w"") == 0",https://www.codewars.com/kata/54da539698b8a2ad76000228,2023-03-07 20:09:09.139,Take a Ten Minutes Walk,6 kyu,yellow,689992,159857,JKphobic,"['Arrays', 'Fundamentals']",2015-02-10T18:53:10.952Z,reference,3156,13623,17,11
583203e6eb35d7980400002a,Python,1,"import re as RegularExpressionLibrary

def count_smileys(arr):

    if not arr:

        return 0

    pattern = r""^[:;][-~]?[)D]$""

    smiley_count = 0

    for s in arr:

        if bool(RegularExpressionLibrary.match(pattern, s)):

            smiley_count += 1

    return smiley_count",https://www.codewars.com/kata/583203e6eb35d7980400002a,2023-05-12 06:07:47.401,Count the smiley faces!,6 kyu,yellow,344871,76855,St3f4n,"['Regular Expressions', 'Fundamentals']",2016-11-20T20:13:26.138Z,reference,1600,5808,8,4
